a_0,a_1,a_2,a_3,a_4,a_5,a_6,b_0,b_1,b_2,b_3,b_4,b_5,b_6,c_0,c_1,c_2,c_3,c_4,c_5,c_6
0.6664399999999999,0.67679,0.66888875,0.677984,0.6767000000000001,0.6651375,0.6697563636363637,0.6122051118421055,0.6084028659770117,0.6088320143331608,0.6096617618213663,0.6094190357142866,0.6095733927431055,0.6077756630061766,0.6664399999999999,0.67679,0.66888875,0.677984,0.6767000000000001,0.6651375,0.6697563636363637
0.67679,0.66888875,0.677984,0.6767000000000001,0.6651375,0.6697563636363637,0.6804574999999999,0.6084028659770117,0.6088320143331608,0.6096617618213663,0.6094190357142866,0.6095733927431055,0.6077756630061766,0.6041557568555762,0.67679,0.66888875,0.677984,0.6767000000000001,0.6651375,0.6697563636363637,0.6804574999999999
0.66888875,0.677984,0.6767000000000001,0.6651375,0.6697563636363637,0.6804574999999999,0.663525,0.6088320143331608,0.6096617618213663,0.6094190357142866,0.6095733927431055,0.6077756630061766,0.6041557568555762,0.6009371190246514,0.66888875,0.677984,0.6767000000000001,0.6651375,0.6697563636363637,0.6804574999999999,0.663525
0.677984,0.6767000000000001,0.6651375,0.6697563636363637,0.6804574999999999,0.663525,0.6588391176470588,0.6096617618213663,0.6094190357142866,0.6095733927431055,0.6077756630061766,0.6041557568555762,0.6009371190246514,0.6076321694117648,0.677984,0.6767000000000001,0.6651375,0.6697563636363637,0.6804574999999999,0.663525,0.6588391176470588
0.6767000000000001,0.6651375,0.6697563636363637,0.6804574999999999,0.663525,0.6588391176470588,0.7010000645161291,0.6094190357142866,0.6095733927431055,0.6077756630061766,0.6041557568555762,0.6009371190246514,0.6076321694117648,0.6134488777614142,0.6767000000000001,0.6651375,0.6697563636363637,0.6804574999999999,0.663525,0.6588391176470588,0.7010000645161291
0.6651375,0.6697563636363637,0.6804574999999999,0.663525,0.6588391176470588,0.7010000645161291,0.7046820388349514,0.6095733927431055,0.6077756630061766,0.6041557568555762,0.6009371190246514,0.6076321694117648,0.6134488777614142,0.6107879666666667,0.6651375,0.6697563636363637,0.6804574999999999,0.663525,0.6588391176470588,0.7010000645161291,0.7046820388349514
0.6697563636363637,0.6804574999999999,0.663525,0.6588391176470588,0.7010000645161291,0.7046820388349514,0.68952625,0.6077756630061766,0.6041557568555762,0.6009371190246514,0.6076321694117648,0.6134488777614142,0.6107879666666667,0.6101059130970744,0.6697563636363637,0.6804574999999999,0.663525,0.6588391176470588,0.7010000645161291,0.7046820388349514,0.68952625
0.6804574999999999,0.663525,0.6588391176470588,0.7010000645161291,0.7046820388349514,0.68952625,0.66922,0.6041557568555762,0.6009371190246514,0.6076321694117648,0.6134488777614142,0.6107879666666667,0.6101059130970744,0.6098736035972707,0.6804574999999999,0.663525,0.6588391176470588,0.7010000645161291,0.7046820388349514,0.68952625,0.66922
0.663525,0.6588391176470588,0.7010000645161291,0.7046820388349514,0.68952625,0.66922,0.677242,0.6009371190246514,0.6076321694117648,0.6134488777614142,0.6107879666666667,0.6101059130970744,0.6098736035972707,0.6100470418705832,0.663525,0.6588391176470588,0.7010000645161291,0.7046820388349514,0.68952625,0.66922,0.677242
0.6588391176470588,0.7010000645161291,0.7046820388349514,0.68952625,0.66922,0.677242,0.6773841666666667,0.6076321694117648,0.6134488777614142,0.6107879666666667,0.6101059130970744,0.6098736035972707,0.6100470418705832,0.6060183625000002,0.6588391176470588,0.7010000645161291,0.7046820388349514,0.68952625,0.66922,0.677242,0.6773841666666667
0.7010000645161291,0.7046820388349514,0.68952625,0.66922,0.677242,0.6773841666666667,0.6632472222222222,0.6134488777614142,0.6107879666666667,0.6101059130970744,0.6098736035972707,0.6100470418705832,0.6060183625000002,0.6129616596092609,0.7010000645161291,0.7046820388349514,0.68952625,0.66922,0.677242,0.6773841666666667,0.6632472222222222
0.7046820388349514,0.68952625,0.66922,0.677242,0.6773841666666667,0.6632472222222222,0.6670290909090909,0.6107879666666667,0.6101059130970744,0.6098736035972707,0.6100470418705832,0.6060183625000002,0.6129616596092609,0.6131252823275863,0.7046820388349514,0.68952625,0.66922,0.677242,0.6773841666666667,0.6632472222222222,0.6670290909090909
0.68952625,0.66922,0.677242,0.6773841666666667,0.6632472222222222,0.6670290909090909,0.6827605172413793,0.6101059130970744,0.6098736035972707,0.6100470418705832,0.6060183625000002,0.6129616596092609,0.6131252823275863,0.6086796246228143,0.68952625,0.66922,0.677242,0.6773841666666667,0.6632472222222222,0.6670290909090909,0.6827605172413793
0.66922,0.677242,0.6773841666666667,0.6632472222222222,0.6670290909090909,0.6827605172413793,0.6602975,0.6098736035972707,0.6100470418705832,0.6060183625000002,0.6129616596092609,0.6131252823275863,0.6086796246228143,0.6110521856258935,0.66922,0.677242,0.6773841666666667,0.6632472222222222,0.6670290909090909,0.6827605172413793,0.6602975
0.677242,0.6773841666666667,0.6632472222222222,0.6670290909090909,0.6827605172413793,0.6602975,0.6886236363636364,0.6100470418705832,0.6060183625000002,0.6129616596092609,0.6131252823275863,0.6086796246228143,0.6110521856258935,0.6103775144523127,0.677242,0.6773841666666667,0.6632472222222222,0.6670290909090909,0.6827605172413793,0.6602975,0.6886236363636364
0.6773841666666667,0.6632472222222222,0.6670290909090909,0.6827605172413793,0.6602975,0.6886236363636364,0.6676949999999999,0.6060183625000002,0.6129616596092609,0.6131252823275863,0.6086796246228143,0.6110521856258935,0.6103775144523127,0.6082153262987016,0.6773841666666667,0.6632472222222222,0.6670290909090909,0.6827605172413793,0.6602975,0.6886236363636364,0.6676949999999999
0.6632472222222222,0.6670290909090909,0.6827605172413793,0.6602975,0.6886236363636364,0.6676949999999999,0.662732,0.6129616596092609,0.6131252823275863,0.6086796246228143,0.6110521856258935,0.6103775144523127,0.6082153262987016,0.6027382821052635,0.6632472222222222,0.6670290909090909,0.6827605172413793,0.6602975,0.6886236363636364,0.6676949999999999,0.662732
0.6670290909090909,0.6827605172413793,0.6602975,0.6886236363636364,0.6676949999999999,0.662732,0.659234,0.6131252823275863,0.6086796246228143,0.6110521856258935,0.6103775144523127,0.6082153262987016,0.6027382821052635,0.6056990560360362,0.6670290909090909,0.6827605172413793,0.6602975,0.6886236363636364,0.6676949999999999,0.662732,0.659234
0.6827605172413793,0.6602975,0.6886236363636364,0.6676949999999999,0.662732,0.659234,0.663525,0.6086796246228143,0.6110521856258935,0.6103775144523127,0.6082153262987016,0.6027382821052635,0.6056990560360362,0.6052895966052376,0.6827605172413793,0.6602975,0.6886236363636364,0.6676949999999999,0.662732,0.659234,0.663525
0.6602975,0.6886236363636364,0.6676949999999999,0.662732,0.659234,0.663525,0.6843739167862267,0.6110521856258935,0.6103775144523127,0.6082153262987016,0.6027382821052635,0.6056990560360362,0.6052895966052376,0.6097475501097331,0.6602975,0.6886236363636364,0.6676949999999999,0.662732,0.659234,0.663525,0.6843739167862267
0.6886236363636364,0.6676949999999999,0.662732,0.659234,0.663525,0.6843739167862267,0.6851474803149606,0.6103775144523127,0.6082153262987016,0.6027382821052635,0.6056990560360362,0.6052895966052376,0.6097475501097331,0.6093459980042604,0.6886236363636364,0.6676949999999999,0.662732,0.659234,0.663525,0.6843739167862267,0.6851474803149606
0.6676949999999999,0.662732,0.659234,0.663525,0.6843739167862267,0.6851474803149606,0.6645800662251656,0.6082153262987016,0.6027382821052635,0.6056990560360362,0.6052895966052376,0.6097475501097331,0.6093459980042604,0.6089573105829064,0.6676949999999999,0.662732,0.659234,0.663525,0.6843739167862267,0.6851474803149606,0.6645800662251656
0.662732,0.659234,0.663525,0.6843739167862267,0.6851474803149606,0.6645800662251656,0.6854204395604396,0.6027382821052635,0.6056990560360362,0.6052895966052376,0.6097475501097331,0.6093459980042604,0.6089573105829064,0.6061286483796298,0.662732,0.659234,0.663525,0.6843739167862267,0.6851474803149606,0.6645800662251656,0.6854204395604396
0.659234,0.663525,0.6843739167862267,0.6851474803149606,0.6645800662251656,0.6854204395604396,0.659234,0.6056990560360362,0.6052895966052376,0.6097475501097331,0.6093459980042604,0.6089573105829064,0.6061286483796298,0.6073018656716418,0.659234,0.663525,0.6843739167862267,0.6851474803149606,0.6645800662251656,0.6854204395604396,0.659234
0.663525,0.6843739167862267,0.6851474803149606,0.6645800662251656,0.6854204395604396,0.659234,0.6664193859649123,0.6052895966052376,0.6097475501097331,0.6093459980042604,0.6089573105829064,0.6061286483796298,0.6073018656716418,0.6190395647088609,0.663525,0.6843739167862267,0.6851474803149606,0.6645800662251656,0.6854204395604396,0.659234,0.6664193859649123
0.6843739167862267,0.6851474803149606,0.6645800662251656,0.6854204395604396,0.659234,0.6664193859649123,0.6703335185185185,0.6097475501097331,0.6093459980042604,0.6089573105829064,0.6061286483796298,0.6073018656716418,0.6190395647088609,0.6118910284606083,0.6843739167862267,0.6851474803149606,0.6645800662251656,0.6854204395604396,0.659234,0.6664193859649123,0.6703335185185185
0.6851474803149606,0.6645800662251656,0.6854204395604396,0.659234,0.6664193859649123,0.6703335185185185,0.65717,0.6093459980042604,0.6089573105829064,0.6061286483796298,0.6073018656716418,0.6190395647088609,0.6118910284606083,0.6084877940637604,0.6851474803149606,0.6645800662251656,0.6854204395604396,0.659234,0.6664193859649123,0.6703335185185185,0.65717
0.6645800662251656,0.6854204395604396,0.659234,0.6664193859649123,0.6703335185185185,0.65717,0.6602600000000001,0.6089573105829064,0.6061286483796298,0.6073018656716418,0.6190395647088609,0.6118910284606083,0.6084877940637604,0.6093982149290263,0.6645800662251656,0.6854204395604396,0.659234,0.6664193859649123,0.6703335185185185,0.65717,0.6602600000000001
0.6854204395604396,0.659234,0.6664193859649123,0.6703335185185185,0.65717,0.6602600000000001,0.6776955555555556,0.6061286483796298,0.6073018656716418,0.6190395647088609,0.6118910284606083,0.6084877940637604,0.6093982149290263,0.609339778483506,0.6854204395604396,0.659234,0.6664193859649123,0.6703335185185185,0.65717,0.6602600000000001,0.6776955555555556
0.659234,0.6664193859649123,0.6703335185185185,0.65717,0.6602600000000001,0.6776955555555556,0.6564879439252337,0.6073018656716418,0.6190395647088609,0.6118910284606083,0.6084877940637604,0.6093982149290263,0.609339778483506,0.6031513134615376,0.659234,0.6664193859649123,0.6703335185185185,0.65717,0.6602600000000001,0.6776955555555556,0.6564879439252337
0.6664193859649123,0.6703335185185185,0.65717,0.6602600000000001,0.6776955555555556,0.6564879439252337,0.6541539207048458,0.6190395647088609,0.6118910284606083,0.6084877940637604,0.6093982149290263,0.609339778483506,0.6031513134615376,0.6107608402755016,0.6664193859649123,0.6703335185185185,0.65717,0.6602600000000001,0.6776955555555556,0.6564879439252337,0.6541539207048458
0.6703335185185185,0.65717,0.6602600000000001,0.6776955555555556,0.6564879439252337,0.6541539207048458,0.6540085308056872,0.6118910284606083,0.6084877940637604,0.6093982149290263,0.609339778483506,0.6031513134615376,0.6107608402755016,0.6096156400785359,0.6703335185185185,0.65717,0.6602600000000001,0.6776955555555556,0.6564879439252337,0.6541539207048458,0.6540085308056872
0.65717,0.6602600000000001,0.6776955555555556,0.6564879439252337,0.6541539207048458,0.6540085308056872,0.6538909356725147,0.6084877940637604,0.6093982149290263,0.609339778483506,0.6031513134615376,0.6107608402755016,0.6096156400785359,0.6086240769854128,0.65717,0.6602600000000001,0.6776955555555556,0.6564879439252337,0.6541539207048458,0.6540085308056872,0.6538909356725147
0.6602600000000001,0.6776955555555556,0.6564879439252337,0.6541539207048458,0.6540085308056872,0.6538909356725147,0.6539265714285715,0.6093982149290263,0.609339778483506,0.6031513134615376,0.6107608402755016,0.6096156400785359,0.6086240769854128,0.6093043440239039,0.6602600000000001,0.6776955555555556,0.6564879439252337,0.6541539207048458,0.6540085308056872,0.6538909356725147,0.6539265714285715
0.6776955555555556,0.6564879439252337,0.6541539207048458,0.6540085308056872,0.6538909356725147,0.6539265714285715,0.6550256481481482,0.609339778483506,0.6031513134615376,0.6107608402755016,0.6096156400785359,0.6086240769854128,0.6093043440239039,0.609447616679132,0.6776955555555556,0.6564879439252337,0.6541539207048458,0.6540085308056872,0.6538909356725147,0.6539265714285715,0.6550256481481482
0.6564879439252337,0.6541539207048458,0.6540085308056872,0.6538909356725147,0.6539265714285715,0.6550256481481482,0.6566620588235295,0.6031513134615376,0.6107608402755016,0.6096156400785359,0.6086240769854128,0.6093043440239039,0.609447616679132,0.6115960283651978,0.6564879439252337,0.6541539207048458,0.6540085308056872,0.6538909356725147,0.6539265714285715,0.6550256481481482,0.6566620588235295
0.6541539207048458,0.6540085308056872,0.6538909356725147,0.6539265714285715,0.6550256481481482,0.6566620588235295,0.6629570454545455,0.6107608402755016,0.6096156400785359,0.6086240769854128,0.6093043440239039,0.609447616679132,0.6115960283651978,0.609259825550661,0.6541539207048458,0.6540085308056872,0.6538909356725147,0.6539265714285715,0.6550256481481482,0.6566620588235295,0.6629570454545455
0.6540085308056872,0.6538909356725147,0.6539265714285715,0.6550256481481482,0.6566620588235295,0.6629570454545455,0.6646225581395349,0.6096156400785359,0.6086240769854128,0.6093043440239039,0.609447616679132,0.6115960283651978,0.609259825550661,0.610267868494625,0.6540085308056872,0.6538909356725147,0.6539265714285715,0.6550256481481482,0.6566620588235295,0.6629570454545455,0.6646225581395349
0.6538909356725147,0.6539265714285715,0.6550256481481482,0.6566620588235295,0.6629570454545455,0.6646225581395349,0.6553366666666667,0.6086240769854128,0.6093043440239039,0.609447616679132,0.6115960283651978,0.609259825550661,0.610267868494625,0.599823415650969,0.6538909356725147,0.6539265714285715,0.6550256481481482,0.6566620588235295,0.6629570454545455,0.6646225581395349,0.6553366666666667
0.6539265714285715,0.6550256481481482,0.6566620588235295,0.6629570454545455,0.6646225581395349,0.6553366666666667,0.6533155555555555,0.6093043440239039,0.609447616679132,0.6115960283651978,0.609259825550661,0.610267868494625,0.599823415650969,0.6078032197802199,0.6539265714285715,0.6550256481481482,0.6566620588235295,0.6629570454545455,0.6646225581395349,0.6553366666666667,0.6533155555555555
0.6550256481481482,0.6566620588235295,0.6629570454545455,0.6646225581395349,0.6553366666666667,0.6533155555555555,0.6534635714285715,0.609447616679132,0.6115960283651978,0.609259825550661,0.610267868494625,0.599823415650969,0.6078032197802199,0.6082018501747587,0.6550256481481482,0.6566620588235295,0.6629570454545455,0.6646225581395349,0.6553366666666667,0.6533155555555555,0.6534635714285715
0.6566620588235295,0.6629570454545455,0.6646225581395349,0.6553366666666667,0.6533155555555555,0.6534635714285715,0.6534813333333334,0.6115960283651978,0.609259825550661,0.610267868494625,0.599823415650969,0.6078032197802199,0.6082018501747587,0.6093551880244753,0.6566620588235295,0.6629570454545455,0.6646225581395349,0.6553366666666667,0.6533155555555555,0.6534635714285715,0.6534813333333334
0.6629570454545455,0.6646225581395349,0.6553366666666667,0.6533155555555555,0.6534635714285715,0.6534813333333334,0.653357,0.609259825550661,0.610267868494625,0.599823415650969,0.6078032197802199,0.6082018501747587,0.6093551880244753,0.6094899008393756,0.6629570454545455,0.6646225581395349,0.6553366666666667,0.6533155555555555,0.6534635714285715,0.6534813333333334,0.653357
0.6646225581395349,0.6553366666666667,0.6533155555555555,0.6534635714285715,0.6534813333333334,0.653357,0.6580040625,0.610267868494625,0.599823415650969,0.6078032197802199,0.6082018501747587,0.6093551880244753,0.6094899008393756,0.6096636017485436,0.6646225581395349,0.6553366666666667,0.6533155555555555,0.6534635714285715,0.6534813333333334,0.653357,0.6580040625
0.6553366666666667,0.6533155555555555,0.6534635714285715,0.6534813333333334,0.653357,0.6580040625,0.6609226666666667,0.599823415650969,0.6078032197802199,0.6082018501747587,0.6093551880244753,0.6094899008393756,0.6096636017485436,0.6070255772357726,0.6553366666666667,0.6533155555555555,0.6534635714285715,0.6534813333333334,0.653357,0.6580040625,0.6609226666666667
0.6533155555555555,0.6534635714285715,0.6534813333333334,0.653357,0.6580040625,0.6609226666666667,0.6533155555555555,0.6078032197802199,0.6082018501747587,0.6093551880244753,0.6094899008393756,0.6096636017485436,0.6070255772357726,0.6094069642857143,0.6533155555555555,0.6534635714285715,0.6534813333333334,0.653357,0.6580040625,0.6609226666666667,0.6533155555555555
0.6534635714285715,0.6534813333333334,0.653357,0.6580040625,0.6609226666666667,0.6533155555555555,0.6535918518518519,0.6082018501747587,0.6093551880244753,0.6094899008393756,0.6096636017485436,0.6070255772357726,0.6094069642857143,0.608131899157895,0.6534635714285715,0.6534813333333334,0.653357,0.6580040625,0.6609226666666667,0.6533155555555555,0.6535918518518519
